Text,Sentiment,Timestamp,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Polarity,Subjectivity,Sentiment_Category
Mesmerized by the cosmic dance of fireflies on a moonlit night.    ,Enchantment,8/10/2022 22:00,Instagram,enchantment,25,50, Brazil           ,2022,8,10,22,0.0,0.0,Neutral
Mesmerized by the cosmic dance of fireflies on a moonlit night.    ,Enchantment,8/10/2022 22:00,Instagram,cosmicfireflies,25,50, Brazil           ,2022,8,10,22,0.0,0.0,Neutral
Intrigued by the symphony of colors in an abstract art exhibition. ,Intrigue,4/5/2019 17:30,Twitter,intrigue,18,35, France           ,2019,4,5,17,0.0,0.0,Neutral
Intrigued by the symphony of colors in an abstract art exhibition. ,Intrigue,4/5/2019 17:30,Twitter,abstractart,18,35, France           ,2019,4,5,17,0.0,0.0,Neutral
Giggles and joy echo in the air during a children's playdate.      ,Playfuljoy,12/15/2020 15:45,Facebook,playfuljoy,22,45, Japan            ,2020,12,15,15,0.8,0.2,Positive
Giggles and joy echo in the air during a children's playdate.      ,Playfuljoy,12/15/2020 15:45,Facebook,childrensplaydate,22,45, Japan            ,2020,12,15,15,0.8,0.2,Positive
Enveloped in serenity while practicing mindfulness by the lake.    ,Mindfulness,10/20/2017 8:15,Instagram,mindfulness,35,70, Canada           ,2017,10,20,8,0.0,0.0,Neutral
Enveloped in serenity while practicing mindfulness by the lake.    ,Mindfulness,10/20/2017 8:15,Instagram,laketranquility,35,70, Canada           ,2017,10,20,8,0.0,0.0,Neutral
Chasing dreams like a kite soaring high in the vast open sky.      ,Dreamchaser,2/28/2021 13:00,Twitter,dreamchaser,30,60, Australia         ,2021,2,28,13,0.0533333333333333,0.68,Neutral
Chasing dreams like a kite soaring high in the vast open sky.      ,Dreamchaser,2/28/2021 13:00,Twitter,skyhighdreams,30,60, Australia         ,2021,2,28,13,0.0533333333333333,0.68,Neutral
Spellbound by the elegance of a ballroom dance under crystal chandeliers. ,Elegance,6/12/2018 20:30,Facebook,elegance,28,55, UK               ,2018,6,12,20,0.0,0.0,Neutral
Spellbound by the elegance of a ballroom dance under crystal chandeliers. ,Elegance,6/12/2018 20:30,Facebook,ballroomdance,28,55, UK               ,2018,6,12,20,0.0,0.0,Neutral
Whimsical delight in a world of fairy tales and magical creatures.  ,Whimsy,3/8/2016 14:20,Instagram,whimsy,20,40, USA             ,2016,3,8,14,0.0,0.75,Neutral
Whimsical delight in a world of fairy tales and magical creatures.  ,Whimsy,3/8/2016 14:20,Instagram,magicalworld,20,40, USA             ,2016,3,8,14,0.0,0.75,Neutral
Pensive contemplation amid the ancient ruins of a forgotten civilization. ,Pensive,4/18/2023 17:10,Twitter,pensive,18,35, Greece           ,2023,4,18,17,-0.15,0.2,Negative
Pensive contemplation amid the ancient ruins of a forgotten civilization. ,Pensive,4/18/2023 17:10,Twitter,ancientcivilization,18,35, Greece           ,2023,4,18,17,-0.15,0.2,Negative
Embracing the thrill of speed on a rollercoaster's exhilarating twists. ,Thrill,7/25/2020 12:45,Facebook,thrill,22,45, Germany         ,2020,7,25,12,0.7,0.9,Positive
Embracing the thrill of speed on a rollercoaster's exhilarating twists. ,Thrill,7/25/2020 12:45,Facebook,rollercoasteradventure,22,45, Germany         ,2020,7,25,12,0.7,0.9,Positive
Harmony resonates as musicians play a melody of unity and togetherness. ,Harmony,11/30/2019 19:30,Instagram,harmony,35,70, Sweden          ,2019,11,30,19,0.0,0.0,Neutral
Harmony resonates as musicians play a melody of unity and togetherness. ,Harmony,11/30/2019 19:30,Instagram,musicalunity,35,70, Sweden          ,2019,11,30,19,0.0,0.0,Neutral
A burst of creativity in the quiet solitude of an artist's studio.  ,Creativity,9/1/2015 16:00,Twitter,creativity,15,30, Italy           ,2015,9,1,16,0.0,0.3333333333333333,Neutral
A burst of creativity in the quiet solitude of an artist's studio.  ,Creativity,9/1/2015 16:00,Twitter,artistshaven,15,30, Italy           ,2015,9,1,16,0.0,0.3333333333333333,Neutral
Radiant joy akin to blooming flowers on a sun-kissed spring morning. ,Radiance,5/5/2022 10:15,Facebook,radiance,25,50, Netherlands     ,2022,5,5,10,0.8,0.2,Positive
Radiant joy akin to blooming flowers on a sun-kissed spring morning. ,Radiance,5/5/2022 10:15,Facebook,springblooms,25,50, Netherlands     ,2022,5,5,10,0.8,0.2,Positive
A sense of wonder at the vastness of the cosmos on a stargazing night. ,Wonder,7/8/2018 23:00,Instagram,wonder,40,80, South Africa    ,2018,7,8,23,0.0,0.0,Neutral
A sense of wonder at the vastness of the cosmos on a stargazing night. ,Wonder,7/8/2018 23:00,Instagram,stargazingadventure,40,80, South Africa    ,2018,7,8,23,0.0,0.0,Neutral
Rejuvenated by the salty breeze and the sound of waves at the seaside. ,Rejuvenation,9/20/2021 14:30,Twitter,rejuvenation,18,35, Spain           ,2021,9,20,14,0.4,0.4,Positive
Rejuvenated by the salty breeze and the sound of waves at the seaside. ,Rejuvenation,9/20/2021 14:30,Twitter,seasideescape,18,35, Spain           ,2021,9,20,14,0.4,0.4,Positive
Whispers of inspiration from the rustling leaves in a serene forest. ,Inspiration,11/15/2016 11:45,Facebook,inspiration,28,55, Portugal        ,2016,11,15,11,0.0,0.0,Neutral
Whispers of inspiration from the rustling leaves in a serene forest. ,Inspiration,11/15/2016 11:45,Facebook,forestwhispers,28,55, Portugal        ,2016,11,15,11,0.0,0.0,Neutral
Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,Coziness,1/12/2020 18:00,Instagram,coziness,30,60, Switzerland     ,2020,1,12,18,-0.6,0.9,Negative
Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,Coziness,1/12/2020 18:00,Instagram,warmwinterevening,30,60, Switzerland     ,2020,1,12,18,-0.6,0.9,Negative
Heartfelt gratitude for the laughter shared during a family reunion. ,Gratitude,12/28/2017 19:15,Facebook,gratitude,22,45, Austria         ,2017,12,28,19,0.0,1.0,Neutral
Heartfelt gratitude for the laughter shared during a family reunion. ,Gratitude,12/28/2017 19:15,Facebook,familylaughter,22,45, Austria         ,2017,12,28,19,0.0,1.0,Neutral
"Embarking on a culinary adventure, savoring exotic flavors around the world. ",Adventure,3/2/2019 20:20,Twitter,adventure,35,70, Belgium         ,2019,3,2,20,0.25,0.5,Positive
"Embarking on a culinary adventure, savoring exotic flavors around the world. ",Adventure,3/2/2019 20:20,Twitter,culinaryjourney,35,70, Belgium         ,2019,3,2,20,0.25,0.5,Positive
Euphoria floods in as the final puzzle piece clicks into place.       ,Euphoria,6/8/2022 15:30,Instagram,euphoria,20,40, Denmark         ,2022,6,8,15,0.0,1.0,Neutral
Euphoria floods in as the final puzzle piece clicks into place.       ,Euphoria,6/8/2022 15:30,Instagram,puzzlecompletion,20,40, Denmark         ,2022,6,8,15,0.0,1.0,Neutral
Awe-inspired by the grandeur of an ancient cathedral's intricate architecture. ,Awe,8/18/2018 14:45,Facebook,awe,18,35, Czech Republic  ,2018,8,18,14,0.0,0.0,Neutral
Awe-inspired by the grandeur of an ancient cathedral's intricate architecture. ,Awe,8/18/2018 14:45,Facebook,architecturalgrandeur,18,35, Czech Republic  ,2018,8,18,14,0.0,0.0,Neutral
Captivated by the ethereal beauty of a field filled with fireflies. ,Enchantment,8/10/2022 22:00,Instagram,enchantment,25,50, Brazil           ,2022,8,10,22,0.4,0.9,Positive
Captivated by the ethereal beauty of a field filled with fireflies. ,Enchantment,8/10/2022 22:00,Instagram,fireflyfield,25,50, Brazil           ,2022,8,10,22,0.4,0.9,Positive
Immersed in the enchanting melodies of a street musician's violin. ,Melodic,4/5/2019 17:30,Twitter,melodic,18,35, France           ,2019,4,5,17,0.0,0.0,Neutral
Immersed in the enchanting melodies of a street musician's violin. ,Melodic,4/5/2019 17:30,Twitter,streetmusic,18,35, France           ,2019,4,5,17,0.0,0.0,Neutral
Joyful laughter resonates through a lively summer carnival.         ,Festivejoy,12/15/2020 15:45,Facebook,festivejoy,22,45, Japan            ,2020,12,15,15,0.1363636363636363,0.5,Positive
Joyful laughter resonates through a lively summer carnival.         ,Festivejoy,12/15/2020 15:45,Facebook,summercarnival,22,45, Japan            ,2020,12,15,15,0.1363636363636363,0.5,Positive
Exploring the universe within during a mindful meditation session. ,Innerjourney,10/20/2017 8:15,Instagram,innerjourney,35,70, Canada           ,2017,10,20,8,0.0,0.0,Neutral
Exploring the universe within during a mindful meditation session. ,Innerjourney,10/20/2017 8:15,Instagram,meditationbliss,35,70, Canada           ,2017,10,20,8,0.0,0.0,Neutral
Soaring like a free spirit on the winds of a coastal cliff.        ,Freedom,2/28/2021 13:00,Twitter,freedom,30,60, Australia         ,2021,2,28,13,0.4,0.8,Positive
Soaring like a free spirit on the winds of a coastal cliff.        ,Freedom,2/28/2021 13:00,Twitter,coastaladventure,30,60, Australia         ,2021,2,28,13,0.4,0.8,Positive
Dazzled by the elegance of a masquerade ball's dazzling costumes. ,Dazzle,6/12/2018 20:30,Facebook,dazzle,28,55, UK               ,2018,6,12,20,0.75,1.0,Positive
Dazzled by the elegance of a masquerade ball's dazzling costumes. ,Dazzle,6/12/2018 20:30,Facebook,masqueradeelegance,28,55, UK               ,2018,6,12,20,0.75,1.0,Positive
Whimsical delight in a world of whimsical fairy tales.             ,Whimsy,3/8/2016 14:20,Instagram,whimsy,20,40, USA             ,2016,3,8,14,-0.5,0.5,Negative
Whimsical delight in a world of whimsical fairy tales.             ,Whimsy,3/8/2016 14:20,Instagram,fairytalemagic,20,40, USA             ,2016,3,8,14,-0.5,0.5,Negative
Reflective contemplation amid the ruins of a forgotten era.        ,Reflection,4/18/2023 17:10,Twitter,reflection,18,35, Greece           ,2023,4,18,17,-0.15,0.2,Negative
Reflective contemplation amid the ruins of a forgotten era.        ,Reflection,4/18/2023 17:10,Twitter,forgottenera,18,35, Greece           ,2023,4,18,17,-0.15,0.2,Negative
Riding the adrenaline rush on a rollercoaster's wild twists.      ,Adrenaline,7/25/2020 12:45,Facebook,adrenaline,22,45, Germany         ,2020,7,25,12,0.1,0.4,Neutral
Riding the adrenaline rush on a rollercoaster's wild twists.      ,Adrenaline,7/25/2020 12:45,Facebook,rollercoasterthrills,22,45, Germany         ,2020,7,25,12,0.1,0.4,Neutral
Harmony resonates as musicians play a symphony of unity.           ,Harmony,11/30/2019 19:30,Instagram,harmony,35,70, Sweden          ,2019,11,30,19,0.0,0.0,Neutral
Harmony resonates as musicians play a symphony of unity.           ,Harmony,11/30/2019 19:30,Instagram,musicalunity,35,70, Sweden          ,2019,11,30,19,0.0,0.0,Neutral
A burst of artistic creativity in the quietude of an artist's studio. ,Artisticburst,9/1/2015 16:00,Twitter,artisticburst,15,30, Italy           ,2015,9,1,16,0.3333333333333333,1.0,Positive
A burst of artistic creativity in the quietude of an artist's studio. ,Artisticburst,9/1/2015 16:00,Twitter,studiocreativity,15,30, Italy           ,2015,9,1,16,0.3333333333333333,1.0,Positive
Radiant joy akin to blossoming flowers on a sunlit spring morning. ,Radiance,5/5/2022 10:15,Facebook,radiance,25,50, Netherlands     ,2022,5,5,10,0.8,0.2,Positive
Radiant joy akin to blossoming flowers on a sunlit spring morning. ,Radiance,5/5/2022 10:15,Facebook,springblooms,25,50, Netherlands     ,2022,5,5,10,0.8,0.2,Positive
Awe-inspired by the vastness of the cosmos on a stargazing night.   ,Wonder,7/8/2018 23:00,Instagram,wonder,40,80, South Africa    ,2018,7,8,23,0.0,0.0,Neutral
Awe-inspired by the vastness of the cosmos on a stargazing night.   ,Wonder,7/8/2018 23:00,Instagram,stargazingadventure,40,80, South Africa    ,2018,7,8,23,0.0,0.0,Neutral
Rejuvenated by the salty breeze and the sound of waves at the seaside. ,Rejuvenation,9/20/2021 14:30,Twitter,rejuvenation,18,35, Spain           ,2021,9,20,14,0.4,0.4,Positive
Rejuvenated by the salty breeze and the sound of waves at the seaside. ,Rejuvenation,9/20/2021 14:30,Twitter,seasideescape,18,35, Spain           ,2021,9,20,14,0.4,0.4,Positive
Whispers of inspiration from the rustling leaves in a serene forest. ,Inspiration,11/15/2016 11:45,Facebook,inspiration,28,55, Portugal        ,2016,11,15,11,0.0,0.0,Neutral
Whispers of inspiration from the rustling leaves in a serene forest. ,Inspiration,11/15/2016 11:45,Facebook,forestwhispers,28,55, Portugal        ,2016,11,15,11,0.0,0.0,Neutral
Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,Coziness,1/12/2020 18:00,Instagram,coziness,30,60, Switzerland     ,2020,1,12,18,-0.6,0.9,Negative
Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,Coziness,1/12/2020 18:00,Instagram,warmwinterevening,30,60, Switzerland     ,2020,1,12,18,-0.6,0.9,Negative
Heartfelt gratitude for the laughter shared during a family reunion. ,Gratitude,12/28/2017 19:15,Facebook,gratitude,22,45, Austria         ,2017,12,28,19,0.0,1.0,Neutral
Heartfelt gratitude for the laughter shared during a family reunion. ,Gratitude,12/28/2017 19:15,Facebook,familylaughter,22,45, Austria         ,2017,12,28,19,0.0,1.0,Neutral
"Embarking on a culinary odyssey, savoring flavors around the world. ",Culinaryodyssey,3/2/2019 20:20,Twitter,culinaryodyssey,35,70, Belgium         ,2019,3,2,20,0.0,0.0,Neutral
"Embarking on a culinary odyssey, savoring flavors around the world. ",Culinaryodyssey,3/2/2019 20:20,Twitter,flavorsaroundtheworld,35,70, Belgium         ,2019,3,2,20,0.0,0.0,Neutral
Euphoria floods in as the final puzzle piece fits perfectly.       ,Euphoria,6/8/2022 15:30,Instagram,euphoria,20,40, Denmark         ,2022,6,8,15,0.5,1.0,Positive
Euphoria floods in as the final puzzle piece fits perfectly.       ,Euphoria,6/8/2022 15:30,Instagram,perfectpuzzle,20,40, Denmark         ,2022,6,8,15,0.5,1.0,Positive
Awe-struck by the grandeur of an ancient cathedral's intricate architecture. ,Awe,8/18/2018 14:45,Facebook,awe,18,35, Czech Republic  ,2018,8,18,14,0.0,0.0,Neutral
Awe-struck by the grandeur of an ancient cathedral's intricate architecture. ,Awe,8/18/2018 14:45,Facebook,architecturalgrandeur,18,35, Czech Republic  ,2018,8,18,14,0.0,0.0,Neutral
Curiosity awakened by the mysteries of an ancient archaeological site. ,Curiosity,11/8/2015 10:00,Instagram,curiosity,18,35, Australia ,2015,11,8,10,0.0,0.0,Neutral
Curiosity awakened by the mysteries of an ancient archaeological site. ,Curiosity,11/8/2015 10:00,Instagram,ancientmysteries,18,35, Australia ,2015,11,8,10,0.0,0.0,Neutral
Giddy with excitement as the first snowflakes dance from the sky. ,Excitement,12/2/2020 17:30,Twitter,excitement,22,45, Canada         ,2020,12,2,17,0.25,0.3333333333333333,Positive
Giddy with excitement as the first snowflakes dance from the sky. ,Excitement,12/2/2020 17:30,Twitter,snowfallmagic,22,45, Canada         ,2020,12,2,17,0.25,0.3333333333333333,Positive
Contentment envelops as the aroma of freshly baked bread fills the air. ,Contentment,6/10/2017 12:15,Instagram,contentment,28,55, France          ,2017,6,10,12,0.3,0.5,Positive
Contentment envelops as the aroma of freshly baked bread fills the air. ,Contentment,6/10/2017 12:15,Instagram,freshbreadaroma,28,55, France          ,2017,6,10,12,0.3,0.5,Positive
Inspired by the resilience of a lone tree standing tall in a storm. ,Resilience,4/15/2021 14:20,Facebook,resilience,35,70, USA             ,2021,4,15,14,0.0,0.0,Neutral
Inspired by the resilience of a lone tree standing tall in a storm. ,Resilience,4/15/2021 14:20,Facebook,standingtall,35,70, USA             ,2021,4,15,14,0.0,0.0,Neutral
"Lost in the pages of a captivating novel, transported to another world. ",Immersion,9/28/2019 19:45,Twitter,immersion,20,40, UK              ,2019,9,28,19,0.5,1.0,Positive
"Lost in the pages of a captivating novel, transported to another world. ",Immersion,9/28/2019 19:45,Twitter,captivatingnovel,20,40, UK              ,2019,9,28,19,0.5,1.0,Positive
Drenched in nostalgia while flipping through an old family photo album. ,Nostalgia,12/5/2016 21:00,Instagram,nostalgia,25,50, India          ,2016,12,5,21,0.1,0.2,Neutral
Drenched in nostalgia while flipping through an old family photo album. ,Nostalgia,12/5/2016 21:00,Instagram,familyphotoalbum,25,50, India          ,2016,12,5,21,0.1,0.2,Neutral
Spark of inspiration ignites like a shooting star in the night sky. ,Spark,2/10/2018 23:30,Facebook,spark,30,60, Australia      ,2018,2,10,23,0.0,0.0,Neutral
Spark of inspiration ignites like a shooting star in the night sky. ,Spark,2/10/2018 23:30,Facebook,inspirationignited,30,60, Australia      ,2018,2,10,23,0.0,0.0,Neutral
Imbued with gratitude for the simple pleasure of a warm cup of tea. ,Gratitude,2/15/2023 8:30,Twitter,gratitude,18,35, Japan           ,2023,2,15,8,0.3,0.4785714285714285,Positive
Imbued with gratitude for the simple pleasure of a warm cup of tea. ,Gratitude,2/15/2023 8:30,Twitter,warmtea,18,35, Japan           ,2023,2,15,8,0.3,0.4785714285714285,Positive
Marveling at the kaleidoscope of colors in a vibrant street market. ,Marvel,8/22/2015 15:00,Instagram,marvel,22,45, Brazil          ,2015,8,22,15,0.1666666666666666,0.3333333333333333,Positive
Marveling at the kaleidoscope of colors in a vibrant street market. ,Marvel,8/22/2015 15:00,Instagram,colorfulstreetmarket,22,45, Brazil          ,2015,8,22,15,0.1666666666666666,0.3333333333333333,Positive
Awash with serenity as the sun sets over a tranquil lakeside retreat. ,Serenity,11/20/2020 18:45,Facebook,serenity,28,55, Germany       ,2020,11,20,18,0.0,0.0,Neutral
Awash with serenity as the sun sets over a tranquil lakeside retreat. ,Serenity,11/20/2020 18:45,Facebook,tranquilsunset,28,55, Germany       ,2020,11,20,18,0.0,0.0,Neutral
Drowning in sorrow as memories of lost love resurface.            ,Heartbreak,8/5/2019 21:00,Instagram,heartbreak,15,30, USA             ,2019,8,5,21,0.5,0.6,Positive
Drowning in sorrow as memories of lost love resurface.            ,Heartbreak,8/5/2019 21:00,Instagram,lostlove,15,30, USA             ,2019,8,5,21,0.5,0.6,Positive
Numbness sets in as the weight of loneliness grows heavier.       ,Loneliness,2/12/2021 16:45,Twitter,loneliness,18,35, Canada          ,2021,2,12,16,0.0,0.0,Neutral
Numbness sets in as the weight of loneliness grows heavier.       ,Loneliness,2/12/2021 16:45,Twitter,heavyheart,18,35, Canada          ,2021,2,12,16,0.0,0.0,Neutral
"Tears fall like raindrops, mourning the end of a cherished friendship. ",Grief,11/28/2020 14:20,Facebook,grief,22,45, UK              ,2020,11,28,14,0.0,0.0,Neutral
"Tears fall like raindrops, mourning the end of a cherished friendship. ",Grief,11/28/2020 14:20,Facebook,lostfriendship,22,45, UK              ,2020,11,28,14,0.0,0.0,Neutral
"Despair clouds the mind, feeling adrift in an endless sea of darkness. ",Despair,5/15/2016 22:30,Instagram,despair,28,55, Australia        ,2016,5,15,22,-0.125,0.75,Negative
"Despair clouds the mind, feeling adrift in an endless sea of darkness. ",Despair,5/15/2016 22:30,Instagram,endlessdarkness,28,55, Australia        ,2016,5,15,22,-0.125,0.75,Negative
"Shattered by betrayal, trust crumbles like fragile glass.          ",Betrayal,9/10/2018 13:15,Twitter,betrayal,22,45, Germany         ,2018,9,10,13,0.0,0.5,Neutral
"Shattered by betrayal, trust crumbles like fragile glass.          ",Betrayal,9/10/2018 13:15,Twitter,shatteredtrust,22,45, Germany         ,2018,9,10,13,0.0,0.5,Neutral
"Aching heart, the symphony of pain plays in the silence of solitude. ",Suffering,3/20/2022 19:30,Facebook,suffering,25,50, Brazil          ,2022,3,20,19,0.0,0.0,Neutral
"Aching heart, the symphony of pain plays in the silence of solitude. ",Suffering,3/20/2022 19:30,Facebook,heartachesymphony,25,50, Brazil          ,2022,3,20,19,0.0,0.0,Neutral
"Emotional storm, a whirlwind of sadness engulfs every thought.    ",Emotionalstorm,7/18/2017 17:45,Instagram,emotionalstorm,30,60, India          ,2017,7,18,17,0.0,0.65,Neutral
"Emotional storm, a whirlwind of sadness engulfs every thought.    ",Emotionalstorm,7/18/2017 17:45,Instagram,sadnesswhirlwind,30,60, India          ,2017,7,18,17,0.0,0.65,Neutral
"Haunted by regrets, the ghost of the past lingers relentlessly.   ",Regret,12/15/2018 10:00,Twitter,regret,18,35, France         ,2018,12,15,10,-0.175,0.225,Negative
"Haunted by regrets, the ghost of the past lingers relentlessly.   ",Regret,12/15/2018 10:00,Twitter,hauntedpast,18,35, France         ,2018,12,15,10,-0.175,0.225,Negative
"Torn apart by grief, the echoes of loss reverberate through the soul. ",Grief,6/28/2015 21:15,Facebook,grief,28,55, Italy         ,2015,6,28,21,-0.8,0.2,Negative
"Torn apart by grief, the echoes of loss reverberate through the soul. ",Grief,6/28/2015 21:15,Facebook,tornapart,28,55, Italy         ,2015,6,28,21,-0.8,0.2,Negative
"Isolation deepens, an emotional winter where warmth is but a distant memory. ",Isolation,4/2/2020 14:20,Instagram,isolation,35,70, Japan       ,2020,4,2,14,-0.05,0.5,Neutral
"Isolation deepens, an emotional winter where warmth is but a distant memory. ",Isolation,4/2/2020 14:20,Instagram,emotionalwinter,35,70, Japan       ,2020,4,2,14,-0.05,0.5,Neutral
"Soul-crushing disappointment, hopes shattered like fragile glass. ",Disappointment,10/8/2019 18:30,Twitter,disappointment,20,40, Spain        ,2019,10,8,18,-0.3,0.45,Negative
"Soul-crushing disappointment, hopes shattered like fragile glass. ",Disappointment,10/8/2019 18:30,Twitter,crushedhopes,20,40, Spain        ,2019,10,8,18,-0.3,0.45,Negative
"Painful echoes of a love once cherished, now lost in the abyss of time. ",Lostlove,11/22/2016 9:45,Facebook,lostlove,22,45, Netherlands  ,2016,11,22,9,-0.0999999999999999,0.75,Neutral
"Painful echoes of a love once cherished, now lost in the abyss of time. ",Lostlove,11/22/2016 9:45,Facebook,painfulechoes,22,45, Netherlands  ,2016,11,22,9,-0.0999999999999999,0.75,Neutral
"Heartache deepens, a solitary journey through the abyss of despair. ",Despair,8/18/2022 22:00,Instagram,despair,40,80, South Africa ,2022,8,18,22,0.0,0.0,Neutral
"Heartache deepens, a solitary journey through the abyss of despair. ",Despair,8/18/2022 22:00,Instagram,abyssofheartache,40,80, South Africa ,2022,8,18,22,0.0,0.0,Neutral
"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ",Melancholy,3/12/2017 23:30,Twitter,melancholy,18,35, UK         ,2017,3,12,23,0.0,0.0,Neutral
"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ",Melancholy,3/12/2017 23:30,Twitter,quietserenade,18,35, UK         ,2017,3,12,23,0.0,0.0,Neutral
"Bitterness like a poison, seeping into every crevice of the wounded heart. ",Bitterness,12/15/2015 16:15,Facebook,bitterness,25,50, Australia   ,2015,12,15,16,0.0,0.0,Neutral
"Bitterness like a poison, seeping into every crevice of the wounded heart. ",Bitterness,12/15/2015 16:15,Facebook,woundedheart,25,50, Australia   ,2015,12,15,16,0.0,0.0,Neutral
"Emotional exhaustion, the weight of the world crushing weary shoulders. ",Exhaustion,9/5/2021 13:30,Instagram,exhaustion,35,70, Canada     ,2021,9,5,13,0.2,0.775,Positive
"Emotional exhaustion, the weight of the world crushing weary shoulders. ",Exhaustion,9/5/2021 13:30,Instagram,crushedspirit,35,70, Canada     ,2021,9,5,13,0.2,0.775,Positive
"Sorrowful echoes, a symphony of pain played by the strings of loss. ",Sorrow,5/22/2018 20:45,Twitter,sorrow,18,35, Germany     ,2018,5,22,20,0.0,0.0,Neutral
"Sorrowful echoes, a symphony of pain played by the strings of loss. ",Sorrow,5/22/2018 20:45,Twitter,symphonyofloss,18,35, Germany     ,2018,5,22,20,0.0,0.0,Neutral
"Darkness descends, engulfing the soul in the shadows of despair.  ",Darkness,7/10/2016 18:20,Facebook,darkness,28,55, USA         ,2016,7,10,18,0.0,0.0,Neutral
"Darkness descends, engulfing the soul in the shadows of despair.  ",Darkness,7/10/2016 18:20,Facebook,soulengulfed,28,55, USA         ,2016,7,10,18,0.0,0.0,Neutral
"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ",Desperation,4/30/2019 14:00,Instagram,desperation,22,45, France    ,2019,4,30,14,0.0,0.1,Neutral
"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ",Desperation,4/30/2019 14:00,Instagram,glimmerofhope,22,45, France    ,2019,4,30,14,0.0,0.1,Neutral
"Heart in ruins, the remnants of shattered dreams scattered in the wind. ",Ruins,1/8/2022 11:30,Twitter,ruins,20,40, Brazil     ,2022,1,8,11,-0.15,0.2,Negative
"Heart in ruins, the remnants of shattered dreams scattered in the wind. ",Ruins,1/8/2022 11:30,Twitter,shattereddreams,20,40, Brazil     ,2022,1,8,11,-0.15,0.2,Negative
"Shattered by the echoes of a shattered dream, fragments of hope scattered. ",Desolation,9/10/2017 19:15,Twitter,desolation,20,40, Australia ,2017,9,10,19,0.0,0.0,Neutral
"Shattered by the echoes of a shattered dream, fragments of hope scattered. ",Desolation,9/10/2017 19:15,Twitter,scatteredhope,20,40, Australia ,2017,9,10,19,0.0,0.0,Neutral
"Avoiding the thorns of regret, walking barefoot on the path of remorse. ",Regret,4/18/2022 11:30,Instagram,regret,25,50, Canada ,2022,4,18,11,0.0,0.0,Neutral
"Avoiding the thorns of regret, walking barefoot on the path of remorse. ",Regret,4/18/2022 11:30,Instagram,pathofremorse,25,50, Canada ,2022,4,18,11,0.0,0.0,Neutral
"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ",Grief,12/5/2018 21:45,Facebook,grief,18,35, USA ,2018,12,5,21,0.0,0.2,Neutral
"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ",Grief,12/5/2018 21:45,Facebook,lostjoyfootsteps,18,35, USA ,2018,12,5,21,0.0,0.2,Neutral
"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ",Loneliness,6/28/2016 14:20,Twitter,loneliness,22,45, UK ,2016,6,28,14,0.0,0.0,Neutral
"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ",Loneliness,6/28/2016 14:20,Twitter,crashingwaves,22,45, UK ,2016,6,28,14,0.0,0.0,Neutral
"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ",Bitterness,10/22/2019 17:00,Instagram,bitterness,15,30, Germany ,2019,10,22,17,0.0,0.0,Neutral
"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ",Bitterness,10/22/2019 17:00,Instagram,stainedtrust,15,30, Germany ,2019,10,22,17,0.0,0.0,Neutral
"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ",Desolation,3/15/2021 22:45,Facebook,desolation,28,55, Brazil ,2021,3,15,22,-0.15,0.2,Negative
"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ",Desolation,3/15/2021 22:45,Facebook,whisperedloss,28,55, Brazil ,2021,3,15,22,-0.15,0.2,Negative
"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ",Heartbreak,8/10/2017 19:30,Twitter,heartbreak,22,45, France ,2017,8,10,19,0.0,0.0,Neutral
"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ",Heartbreak,8/10/2017 19:30,Twitter,rippleofdespair,22,45, France ,2017,8,10,19,0.0,0.0,Neutral
"Tears, the ink staining the pages of a journal, a testament to silent grief. ",Grief,1/28/2023 14:30,Instagram,grief,30,60, India ,2023,1,28,14,-0.4,0.15,Negative
"Tears, the ink staining the pages of a journal, a testament to silent grief. ",Grief,1/28/2023 14:30,Instagram,silenttears,30,60, India ,2023,1,28,14,-0.4,0.15,Negative
"In the wasteland of lost trust, the echoes of broken promises reverberate. ",Betrayal,12/12/2016 10:00,Facebook,betrayal,25,50, Italy ,2016,12,12,10,-0.4,0.4,Negative
"In the wasteland of lost trust, the echoes of broken promises reverberate. ",Betrayal,12/12/2016 10:00,Facebook,reverberatingpromises,25,50, Italy ,2016,12,12,10,-0.4,0.4,Negative
