Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,TextBlob_Polarity,TextBlob_Subjectivity,TextBlob_Sentiment
" A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",Playful,8/22/2018 17:20, CarnivalDreamer ,Facebook,"['playful', 'carnivalescapade']",24,48, Australia ,2018,8,22,17,0.0,0.0,Neutral
" Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ",Inspired,12/8/2021 14:30, SkyArtist ,Twitter,"['inspired', 'cloudsofcreativity']",18,36, India ,2021,12,8,14,0.0,0.0,Neutral
" Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ",Contentment,4/27/2019 9:50, RiverNavigator ,Instagram,"['contentment', 'tranquilwaters']",20,40, Canada ,2019,4,27,9,0.0,0.16666666666666666,Neutral
" With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ",Empathetic,9/3/2023 21:40, LanternWanderer ,Facebook,"['empathetic', 'lanternofcompassion']",16,32, USA ,2023,9,3,21,-0.15,0.4,Negative
" A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ",Free-spirited,6/10/2020 10:05, DreamSoarer ,Twitter,"['freespirit', 'wingsofdreams']",22,44, UK ,2020,6,10,10,0.1,0.75,Neutral
" Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ",Grateful,4/1/2022 18:30, SunsetAdmirer ,Instagram,"['grateful', 'goldenhues']",19,38, Australia ,2022,4,1,18,0.44999999999999996,0.55,Positive
" Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ",Confident,1/15/2021 13:00, DanceStrider ,Facebook,"['confident', 'danceoflife']",23,46, Canada ,2021,1,15,13,0.5,0.8333333333333334,Positive
" Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ",Hopeful,5/6/2023 7:20, WindWhisperer ,Twitter,"['hopeful', 'brightertomorrows']",15,30, India ,2023,5,6,7,0.0,0.0,Neutral
" Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",Playful,11/18/2019 15:15, JugglingArtist ,Instagram,"['playful', 'jugglingresponsibilities']",25,50, USA ,2019,11,18,15,0.8,0.2,Positive
" Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ",Inspired,8/29/2020 20:45, StarStoryteller ,Facebook,"['inspired', 'talestothestars']",14,28, UK ,2020,8,29,20,0.0,0.0,Neutral
" Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ",Hopeful,10/30/2022 11:40, WaveNavigator ,Twitter,"['hopeful', 'sailorofdreams']",17,34, Australia ,2022,10,30,11,0.0,0.0,Neutral
" A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",Compassionate,7/1/2021 12:10, RainNurturer ,Instagram,"['compassionate', 'tearsofempathy']",21,42, Canada ,2021,7,1,12,0.1,0.45,Neutral
" Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",Proud,1/5/2020 8:45, PeakConqueror ,Twitter,"['proud', 'scalingpeaks']",23,46, USA ,2020,1,5,8,0.55,0.5,Positive
" Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",Hopeful,7/17/2022 6:15, DawnGardener ,Instagram,"['hopeful', 'seedsofoptimism']",14,28, UK ,2022,7,17,6,0.0,0.0,Neutral
" A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",Playful,8/22/2018 17:20, CarnivalDreamer ,Facebook,"['playful', 'carnivalescapade']",24,48, Australia ,2018,8,22,17,0.0,0.0,Neutral
" Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ",Inspired,12/8/2021 14:30, SkyArtist ,Twitter,"['inspired', 'cloudsofcreativity']",18,36, India ,2021,12,8,14,0.0,0.0,Neutral
" Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ",Contentment,4/27/2019 9:50, RiverNavigator ,Instagram,"['contentment', 'tranquilwaters']",20,40, Canada ,2019,4,27,9,0.0,0.16666666666666666,Neutral
" With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ",Empathetic,9/3/2023 21:40, LanternWanderer ,Facebook,"['empathetic', 'lanternofcompassion']",16,32, USA ,2023,9,3,21,-0.15,0.4,Negative
" A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ",Free-spirited,6/10/2020 10:05, DreamSoarer ,Twitter,"['freespirit', 'wingsofdreams']",22,44, UK ,2020,6,10,10,0.1,0.75,Neutral
" Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ",Grateful,4/1/2022 18:30, SunsetAdmirer ,Instagram,"['grateful', 'goldenhues']",19,38, Australia ,2022,4,1,18,0.44999999999999996,0.55,Positive
" Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ",Confident,1/15/2021 13:00, DanceStrider ,Facebook,"['confident', 'danceoflife']",23,46, Canada ,2021,1,15,13,0.5,0.8333333333333334,Positive
" Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ",Hopeful,5/6/2023 7:20, WindWhisperer ,Twitter,"['hopeful', 'brightertomorrows']",15,30, India ,2023,5,6,7,0.0,0.0,Neutral
" Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",Playful,11/18/2019 15:15, JugglingArtist ,Instagram,"['playful', 'jugglingresponsibilities']",25,50, USA ,2019,11,18,15,0.8,0.2,Positive
" Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ",Inspired,8/29/2020 20:45, StarStoryteller ,Facebook,"['inspired', 'talestothestars']",14,28, UK ,2020,8,29,20,0.0,0.0,Neutral
" Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ",Hopeful,10/30/2022 11:40, WaveNavigator ,Twitter,"['hopeful', 'sailorofdreams']",17,34, Australia ,2022,10,30,11,0.0,0.0,Neutral
" A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",Compassionate,7/1/2021 12:10, RainNurturer ,Instagram,"['compassionate', 'tearsofempathy']",21,42, Canada ,2021,7,1,12,0.1,0.45,Neutral
" Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",Proud,1/5/2020 8:45, PeakConqueror ,Twitter,"['proud', 'scalingpeaks']",23,46, USA ,2020,1,5,8,0.55,0.5,Positive
" Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",Hopeful,7/17/2022 6:15, DawnGardener ,Instagram,"['hopeful', 'seedsofoptimism']",14,28, India ,2022,7,17,6,0.0,0.0,Neutral
" A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",Playful,8/22/2018 17:20, CarnivalDreamer ,Facebook,"['playful', 'carnivalescapade']",24,48, Australia ,2018,8,22,17,0.0,0.0,Neutral
" Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness. ",Despair,9/15/2021 16:00, ShatteredHeart ,Instagram,"['despair', 'echoingsilence']",8,16, Canada ,2021,9,15,16,0.0,0.0,Neutral
" Bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace. ",Bitterness,3/8/2019 14:20, VenomousSoul ,Facebook,"['bitterness', 'resentmentweb']",12,24, UK ,2019,3,8,14,0.0,0.0,Neutral
" Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing. ",Loneliness,7/20/2017 11:45, DesertWanderer ,Twitter,"['loneliness', 'miragesofconnection']",15,30, USA ,2017,7,20,11,-0.2,0.5,Negative
" Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude. ",Yearning,11/2/2020 19:30, ColdEmbrace ,Instagram,"['yearning', 'distantwarmth']",10,20, Australia ,2020,11,2,19,-0.35,0.675,Negative
" Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors. ",Fearful,5/12/2022 2:00, NightPrisoner ,Facebook,"['fearful', 'imaginedhorrors']",18,36, India ,2022,5,12,2,-0.3333333333333333,0.6333333333333333,Negative
" Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion. ",Apprehensive,4/8/2023 13:15, TightropeWalker ,Twitter,"['apprehensive', 'balancingact']",14,28, UK ,2023,4,8,13,0.0,0.6666666666666666,Neutral
" Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ",Overwhelmed,6/25/2021 17:50, AtlasBearer ,Instagram,"['overwhelmed', 'bouldersofexhaustion']",22,44, Canada ,2021,6,25,17,0.0,0.0,Neutral
" Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success. ",Jealous,8/30/2019 10:10, GreenMonster ,Facebook,"['jealous', 'greeneyedmonster']",16,32, USA ,2019,8,30,10,0.075,0.2,Neutral
" Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises. ",Devastated,8/3/2022 15:30, StormSurvivor ,Twitter,"['devastated', 'windsofbrokenpromises']",25,50, Australia ,2022,8,3,15,-0.4,0.4,Negative
" Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations. ",Frustrated,12/17/2020 9:20, PuzzleComposer ,Instagram,"['frustrated', 'unsolvablepuzzle']",12,24, India ,2020,12,17,9,-0.7,0.2,Negative
" Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach. ",Envious,2/28/2021 22:45, GildedHeartache ,Facebook,"['envious', 'gildedprize']",20,40, USA ,2021,2,28,22,-0.7,0.9,Negative
" Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition. ",Dismissive,5/10/2018 14:00, IndifferentFort ,Twitter,"['dismissive', 'impenetrablewalls']",14,28, UK ,2018,5,10,14,0.0,0.0,Neutral
" Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",Frustrated,1/7/2022 11:10, DreamMosaic ,Instagram,"['frustrated', 'mosaicofdisappointment']",15,30, Canada ,2022,1,7,11,-0.6,0.4,Negative
" Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",Loneliness,9/19/2019 3:30, NocturnalEcho ,Facebook,"['loneliness', 'solitarynocturne']",18,36, Australia ,2019,9,19,3,0.0,0.55,Neutral
" Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune. ",Fearful,7/14/2023 23:00, DarkWhispers ,Twitter,"['fearful', 'specteroftheunknown']",13,26, UK ,2023,7,14,23,-0.38333333333333336,0.6666666666666666,Negative
" Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ",Bitterness,4/5/2020 16:20, LingeringTaste ,Instagram,"['bitterness', 'bitteraftertaste']",10,20, India ,2020,4,5,16,-0.1,0.5,Neutral
" Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ",Overwhelmed,11/29/2021 8:45, TempestSurvivor ,Facebook,"['overwhelmed', 'drowningsoul']",20,40, USA ,2021,11,29,8,0.0,0.1,Neutral
" Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ",Jealous,12/12/2019 17:00, VenomousHeart ,Twitter,"['jealous', 'heartofdiscontent']",16,32, Australia ,2019,12,12,17,0.0,0.0,Neutral
" Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ",Devastated,5/20/2022 14:50, FragileTrust ,Instagram,"['devastated', 'shatteredtrust']",25,50, Canada ,2022,5,20,14,0.0,0.5,Neutral
" Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ",Frustrated,9/3/2020 12:15, BrokenThreads ,Facebook,"['frustrated', 'slippingthreads']",14,28, UK ,2020,9,3,12,-0.4000000000000001,0.23333333333333336,Negative
" Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ",Envious,2/10/2021 19:30, SuccessPill ,Twitter,"['envious', 'bitterpill']",20,40, USA ,2021,2,10,19,0.06666666666666667,0.27777777777777773,Neutral
" Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",Dismissive,8/18/2018 14:40, CurtainShield ,Instagram,"['dismissive', 'indifferenceperformance']",12,24, Australia ,2018,8,18,14,0.0,0.0,Neutral
" Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ",Despair,2/28/2022 21:00, FoggyLabyrinth ,Facebook,"['despair', 'labyrinthofhopelessness']",8,16, Canada ,2022,2,28,21,-0.1,0.75,Neutral
" Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ",Bitterness,10/15/2019 10:30, IcyResentment ,Twitter,"['bitterness', 'iciclesofresentment']",15,30, UK ,2019,10,15,10,-0.1,0.5,Neutral
" Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ",Loneliness,12/1/2017 18:50, SolitaryMoon ,Instagram,"['loneliness', 'starlesssky']",18,36, USA ,2017,12,1,18,-0.35,0.75,Negative
" Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ",Yearning,4/18/2020 16:15, VanishedSunset ,Facebook,"['yearning', 'huesofsunset']",10,20, Australia ,2020,4,18,16,0.0,0.0,Neutral
" Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ",Fearful,1/7/2023 3:30, NightPrisoner ,Twitter,"['fearful', 'lurkingmonsters']",18,36, India ,2023,1,7,3,-0.9,1.0,Negative
" Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ",Apprehensive,6/10/2021 10:00, WindWhisperer ,Instagram,"['apprehensive', 'stormofdoubt']",14,28, Canada ,2021,6,10,10,0.1,0.4,Neutral
" Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ",Overwhelmed,2/22/2020 15:20, MazeExplorer ,Facebook,"['overwhelmed', 'minotaurofpressure']",22,44, USA ,2020,2,22,15,0.0,0.0,Neutral
" Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ",Jealous,3/17/2018 14:45, WoundedGarden ,Twitter,"['jealous', 'bloomingachievements']",16,32, UK ,2018,3,17,14,0.0,0.0,Neutral
" Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ",Devastated,10/28/2022 11:15, RuinedHeart ,Instagram,"['devastated', 'echoesofshattereddreams']",25,50, Australia ,2022,10,28,11,0.02500000000000001,0.30000000000000004,Neutral
" Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ",Frustrated,11/1/2020 12:30, KnotUntangler ,Facebook,"['frustrated', 'labyrinthofmiscommunication']",14,28, India ,2020,11,1,12,-0.26666666666666666,0.26666666666666666,Negative
" Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ",Envious,1/15/2021 22:10, ElusiveKeys ,Twitter,"['envious', 'desireforkeys']",20,40, USA ,2021,1,15,22,0.0,0.0,Neutral
" Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",Dismissive,8/18/2018 14:00, IndifferentFort ,Instagram,"['dismissive', 'indifferenceperformance']",12,24, Australia ,2018,8,18,14,0.0,0.0,Neutral
" Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",Frustrated,1/7/2022 11:10, DreamMosaic ,Twitter,"['frustrated', 'mosaicofdisappointment']",15,30, Canada ,2022,1,7,11,-0.6,0.4,Negative
" Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",Loneliness,9/19/2019 3:30, NocturnalEcho ,Facebook,"['loneliness', 'solitarynocturne']",18,36, Australia ,2019,9,19,3,0.0,0.55,Neutral
Awe-struck by the breathtaking sunrise over the mountains.      ,Awe,4/3/2022 6:15, NatureAdmirer  ,Instagram,"['awe', 'breathtakingsunrise']",28,55, USA               ,2022,4,3,6,1.0,1.0,Positive
Navigating through the challenges with determination.          ,Determination,10/12/2023 10:30, GoalPursuer    ,Twitter,"['determination', 'challenges']",15,30, Canada            ,2023,10,12,10,0.0,0.0,Neutral
Nostalgia hits while flipping through an old photo album.     ,Nostalgia,6/28/2019 19:00, MemoryLane     ,Facebook,"['nostalgia', 'oldmemories']",22,45, UK                ,2019,6,28,19,0.1,0.2,Neutral
Thrilled to witness the grandeur of a cultural festival.       ,Thrill,9/15/2020 14:45, CultureEnthusiast ,Instagram,"['thrill', 'culturalcelebration']",40,80, India              ,2020,9,15,14,0.35,0.39999999999999997,Positive
Calmness found in the rhythm of raindrops on the windowpane.   ,Calmness,11/8/2017 21:20, RainWatcher    ,Twitter,"['calmness', 'rainydays']",18,35, Australia          ,2017,11,8,21,0.0,0.0,Neutral
Overwhelmed by the support received during a personal challenge.,Overwhelmed,5/20/2021 17:30, PersonalJourney ,Facebook,"['overwhelmed', 'supportivecommunity']",25,50, USA               ,2021,5,20,17,0.0,0.3,Neutral
Excitement builds as the countdown to a long-awaited vacation begins. ,Excitement,1/10/2023 12:00, VacationDreamer ,Instagram,"['excitement', 'vacationcountdown']",30,60, France            ,2023,1,10,12,0.0,0.0,Neutral
"Reflecting on life's journey, grateful for the lessons learned. ",Gratitude,12/5/2018 8:45, LifeLearner   ,Twitter,"['gratitude', 'lifelessons']",35,70, Brazil            ,2018,12,5,8,0.0,0.0,Neutral
Bittersweet emotions arise while bidding farewell to a dear friend. ,Bittersweet,3/15/2020 18:30, FarewellSender ,Instagram,"['bittersweet', 'farewell']",20,40, Japan             ,2020,3,15,18,0.0,0.0,Neutral
Curiosity sparked by exploring a mysterious ancient ruin.      ,Curiosity,8/22/2016 15:10, HistoryExplorer ,Facebook,"['curiosity', 'ancientdiscovery']",18,35, Greece            ,2016,8,22,15,0.0,1.0,Neutral
Admiration for the intricate details of a handcrafted masterpiece. ,Admiration,8/20/2019 16:00, CraftEnthusiast ,Instagram,"['admiration', 'handcraftedart']",25,50, USA               ,2019,8,20,16,0.0,0.0,Neutral
Overjoyed by the warmth of a cozy fireplace on a winter evening.   ,Overjoyed,12/8/2021 19:30, WinterLover     ,Twitter,"['overjoyed', 'winterwarmth']",18,35, Canada            ,2021,12,8,19,-0.19999999999999998,0.75,Negative
Inspiration strikes while observing the colors of a vibrant sunset.,Inspiration,6/10/2020 20:45, SunsetWatcher   ,Instagram,"['inspiration', 'colorfulsunset']",30,60, UK                ,2020,6,10,20,0.16666666666666666,0.3333333333333333,Positive
Motivated to achieve fitness goals after an invigorating workout.  ,Motivation,2/28/2022 7:15, FitnessJunkie   ,Facebook,"['motivation', 'fitnessgoals']",40,80, Australia          ,2022,2,28,7,0.0,0.0,Neutral
Gratitude for the simple joys found in a cup of morning coffee.    ,Gratitude,4/15/2017 8:00, CoffeeLover     ,Twitter,"['gratitude', 'morningcoffee']",22,45, India             ,2017,4,15,8,0.0,0.35714285714285715,Neutral
Feeling empowered after conquering a challenging hiking trail.     ,Empowerment,9/5/2018 14:20, HikingExplorer  ,Instagram,"['empowerment', 'hikingadventure']",35,70, USA               ,2018,9,5,14,0.5,1.0,Positive
Amused by the antics of playful kittens during playtime.           ,Amusement,10/22/2022 12:45, KittyObserver   ,Facebook,"['amusement', 'playfulkittens']",15,30, Canada            ,2022,10,22,12,0.0,0.0,Neutral
Contemplating life's mysteries under the starry night sky.         ,Contemplation,7/2/2016 23:30, Stargazer       ,Twitter,"['contemplation', 'starrynight']",28,55, UK                ,2016,7,2,23,0.0,0.0,Neutral
Joyful reunion with long-lost friends after years of separation.   ,Joyfulreunion,11/18/2020 17:10, FriendshipRenewal ,Instagram,"['joyfulreunion', 'friendship']",20,40, India             ,2020,11,18,17,0.0,0.0,Neutral
Excitement builds while preparing for a surprise celebration.     ,Excitement,3/5/2023 15:00, CelebrationPlanner ,Facebook,"['excitement', 'surprisecelebration']",30,60, Australia          ,2023,3,5,15,0.0,0.0,Neutral
Satisfaction derived from successfully completing a DIY project.  ,Satisfaction,12/1/2015 11:30, DIYEnthusiast   ,Twitter,"['satisfaction', 'diyproject']",25,50, USA               ,2015,12,1,11,0.75,0.95,Positive
Feeling blessed for the supportive community in times of need.    ,Blessed,9/10/2021 9:45, CommunityHelper ,Instagram,"['blessed', 'supportivecommunity']",18,35, UK                ,2021,9,10,9,0.5,1.0,Positive
Captivated by the serenity of a tranquil garden in full bloom.     ,Serenity,5/12/2018 14:20, GardenEnthusiast ,Facebook,"['serenity', 'tranquilgarden']",22,45, Canada            ,2018,5,12,14,0.35,0.55,Positive
Anticipation for an upcoming adventure in an exotic destination.   ,Anticipation,7/25/2022 10:00, Wanderlust      ,Twitter,"['anticipation', 'adventureawaits']",40,80, India             ,2022,7,25,10,0.5,1.0,Positive
Reflecting on personal growth achieved through life experiences.  ,Reflection,3/8/2019 18:30, GrowthSeeker    ,Instagram,"['reflection', 'personalgrowth']",35,70, USA               ,2019,3,8,18,0.0,0.3,Neutral
Nostalgic memories flood in while revisiting childhood favorites. ,Nostalgia,1/28/2017 21:15, ChildhoodMemories ,Facebook,"['nostalgia', 'childhoodfavorites']",20,40, Australia          ,2017,1,28,21,-0.5,1.0,Negative
Appreciation for the vibrant culture experienced during travel.   ,Appreciation,11/14/2016 13:45, CultureExplorer ,Twitter,"['appreciation', 'culturalexperience']",28,55, UK                ,2016,11,14,13,0.48333333333333334,0.6166666666666667,Positive
Confidence soars after overcoming public speaking anxiety.       ,Confidence,4/2/2020 17:30, PublicSpeaker   ,Instagram,"['confidence', 'overcominganxiety']",15,30, USA               ,2020,4,2,17,0.0,0.06666666666666667,Neutral
Contentment in the midst of a family gathering filled with laughter. ,Contentment,1/15/2023 19:00, FamilyCelebration ,Facebook,"['contentment', 'familylaughter']",25,50, Canada            ,2023,1,15,19,0.4,0.9,Positive
Enthusiasm for learning new skills and expanding knowledge.      ,Enthusiasm,8/7/2018 12:15, LifelongLearner ,Twitter,"['enthusiasm', 'skillbuilding']",30,60, India             ,2018,8,7,12,0.13636363636363635,0.45454545454545453,Positive
Surprise and delight at discovering a hidden gem in the city.    ,Surprise,10/18/2019 16:45, CityExplorer    ,Instagram,"['surprise', 'hiddengem']",18,35, UK                ,2019,10,18,16,-0.16666666666666666,0.3333333333333333,Negative
A sense of accomplishment after completing a challenging workout.,Accomplishment,6/30/2022 7:00, FitnessAchiever ,Facebook,"['accomplishment', 'fitnesssuccess']",22,45, Australia          ,2022,6,30,7,0.5,1.0,Positive
Wonderment at the beauty of a double rainbow after the rain.     ,Wonderment,6/12/2017 18:20, RainbowChaser   ,Twitter,"['wonderment', 'doublerainbow']",35,70, USA               ,2017,6,12,18,0.0,0.0,Neutral
Optimism for a bright future amidst challenging times.           ,Optimism,7/5/2021 9:30, FutureOptimist  ,Instagram,"['optimism', 'brightfuture']",20,40, Canada            ,2021,7,5,9,0.4000000000000001,0.6416666666666666,Positive
Pride in achieving a personal milestone in career progression.   ,Pride,4/15/2016 14:50, CareerAchiever  ,Facebook,"['pride', 'careermilestone']",28,55, UK                ,2016,4,15,14,0.0,0.3,Neutral
Happiness blooms like flowers in a garden on a sunny day.        ,Happiness,2/10/2020 11:15, SunnyDayEnthusiast ,Twitter,"['happiness', 'sunnyday']",15,30, India             ,2020,2,10,11,0.7,0.2,Positive
Elation over discovering a rare book in a quaint bookstore.      ,Elation,9/22/2018 16:30, Bookworm        ,Instagram,"['elation', 'rarebookdiscovery']",40,80, USA               ,2018,9,22,16,0.3,0.9,Positive
Curiosity piqued by the mysteries of an ancient archaeological site.,Curiosity,11/8/2015 10:00, ArchaeologyEnthusiast ,Facebook,"['curiosity', 'ancientmysteries']",18,35, Australia          ,2015,11,8,10,0.0,0.0,Neutral
Mesmerized by the cosmic dance of fireflies on a moonlit night.    ,Enchantment,8/10/2022 22:00, NightSkyObserver ,Instagram,"['enchantment', 'cosmicfireflies']",25,50, Brazil           ,2022,8,10,22,0.0,0.0,Neutral
Intrigued by the symphony of colors in an abstract art exhibition. ,Intrigue,4/5/2019 17:30, ArtConnoisseur  ,Twitter,"['intrigue', 'abstractart']",18,35, France           ,2019,4,5,17,0.0,0.0,Neutral
Giggles and joy echo in the air during a children's playdate.      ,Playfuljoy,12/15/2020 15:45, PlayfulParent   ,Facebook,"['playfuljoy', 'childrensplaydate']",22,45, Japan            ,2020,12,15,15,0.8,0.2,Positive
Enveloped in serenity while practicing mindfulness by the lake.    ,Mindfulness,10/20/2017 8:15, ZenSeeker       ,Instagram,"['mindfulness', 'laketranquility']",35,70, Canada           ,2017,10,20,8,0.0,0.0,Neutral
Chasing dreams like a kite soaring high in the vast open sky.      ,Dreamchaser,2/28/2021 13:00, SkyDreamer      ,Twitter,"['dreamchaser', 'skyhighdreams']",30,60, Australia         ,2021,2,28,13,0.05333333333333334,0.68,Neutral
Spellbound by the elegance of a ballroom dance under crystal chandeliers. ,Elegance,6/12/2018 20:30, DanceEnthusiast ,Facebook,"['elegance', 'ballroomdance']",28,55, UK               ,2018,6,12,20,0.0,0.0,Neutral
Whimsical delight in a world of fairy tales and magical creatures.  ,Whimsy,3/8/2016 14:20, FairyTaleExplorer ,Instagram,"['whimsy', 'magicalworld']",20,40, USA             ,2016,3,8,14,0.0,0.75,Neutral
Pensive contemplation amid the ancient ruins of a forgotten civilization. ,Pensive,4/18/2023 17:10, RuinsExplorer   ,Twitter,"['pensive', 'ancientcivilization']",18,35, Greece           ,2023,4,18,17,-0.15,0.2,Negative
Embracing the thrill of speed on a rollercoaster's exhilarating twists. ,Thrill,7/25/2020 12:45, RollercoasterFan ,Facebook,"['thrill', 'rollercoasteradventure']",22,45, Germany         ,2020,7,25,12,0.7,0.9,Positive
Harmony resonates as musicians play a melody of unity and togetherness. ,Harmony,11/30/2019 19:30, MusicHarmonist  ,Instagram,"['harmony', 'musicalunity']",35,70, Sweden          ,2019,11,30,19,0.0,0.0,Neutral
A burst of creativity in the quiet solitude of an artist's studio.  ,Creativity,9/1/2015 16:00, StudioArtist    ,Twitter,"['creativity', 'artistshaven']",15,30, Italy           ,2015,9,1,16,0.0,0.3333333333333333,Neutral
Radiant joy akin to blooming flowers on a sun-kissed spring morning. ,Radiance,5/5/2022 10:15, SpringEnthusiast ,Facebook,"['radiance', 'springblooms']",25,50, Netherlands     ,2022,5,5,10,0.8,0.2,Positive
A sense of wonder at the vastness of the cosmos on a stargazing night. ,Wonder,7/8/2018 23:00, CosmosExplorer  ,Instagram,"['wonder', 'stargazingadventure']",40,80, South Africa    ,2018,7,8,23,0.0,0.0,Neutral
Rejuvenated by the salty breeze and the sound of waves at the seaside. ,Rejuvenation,9/20/2021 14:30, SeaBreezeLover ,Twitter,"['rejuvenation', 'seasideescape']",18,35, Spain           ,2021,9,20,14,0.4,0.4,Positive
Whispers of inspiration from the rustling leaves in a serene forest. ,Inspiration,11/15/2016 11:45, ForestDreamer   ,Facebook,"['inspiration', 'forestwhispers']",28,55, Portugal        ,2016,11,15,11,0.0,0.0,Neutral
